Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 11:31,,Ammar Rehman,Turnover,
Brandon Austin,Steal,,,2 - 11:30,,,,
Jalen Jackson,Field Goal Made,,68-69,2 - 11:21,-1,,,
Benji Bell,Assist,,,2 - 11:21,,,,
,,,,2 - 11:21,,William Desilien,Left the Game,
,,,,2 - 11:21,,Daryle Morgan,Left the Game,
,,,,2 - 11:21,,Dan Milota,Left the Game,
,,,,2 - 11:21,,Ammar Rehman,Left the Game,
,,,,2 - 11:21,,Tyler Chandler,Left the Game,Colin May Entered the Game
,,,,2 - 11:21,,William Desilien,Entered the Game,
,,,,2 - 11:21,,Dan Milota,Entered the Game,
,,,,2 - 11:21,,Daryle Morgan,Entered the Game,
,,,,2 - 11:21,,Tyler Chandler,Entered the Game,
,,,,2 - 11:07,,William Desilien,Turnover,
Jalen Jackson,Steal,,,2 - 11:06,,,,
Brandon Austin,Field Goal Made,,70-69,2 - 11:00,1 (L8),,,
,,,,2 - 10:51,,Colin May,Turnover,
Keith Charleston,Steal,,,2 - 10:51,,,,
,,,,2 - 10:49,,Colin May,Defensive Foul,
,,,,2 - 10:49,,Colin May,Left the Game,EJ Hubbard Entered the Game
Keith Charleston,Free Throw Made,,71-69,2 - 10:49,2,,,
Keith Charleston,Free Throw Made,,72-69,2 - 10:49,3,,,
,,,72-71,2 - 10:29,1,Daryle Morgan,Field Goal Made,
,,,,2 - 10:29,,William Desilien,Assist,
Jalen Jackson,Defensive Foul,,,2 - 10:29,,,,
,,,,2 - 10:29,,Tyler Chandler,Left the Game,Christopher Boucher Entered the Game
Jalen Jackson,Left the Game,Xavier Moon Entered the Game,,2 - 10:29,,,,
,,,72-72,2 - 10:29,(T5),Daryle Morgan,Free Throw Made,
Keith Charleston,Field Goal Attempt,,,2 - 10:14,,,,
,,,,2 - 10:13,,Christopher Boucher,Blocked shot,
,,,,2 - 10:12,,Christopher Boucher,Defensive Rebound,
,,,72-74,2 - 10:02,-2 (L9),Daryle Morgan,Field Goal Made,
,,,,2 - 10:02,,Dan Milota,Assist,
Brandon Austin,Field Goal Made,,74-74,2 - 9:51,(T6),,,
,,,74-77,2 - 9:36,-3 (L10),Christopher Boucher,Three Point Made,
,,,,2 - 9:34,,William Desilien,Assist,
Benji Bell,Field Goal Attempt,,,2 - 9:25,,,,Daryle Morgan Defensive Rebound
,,,,2 - 9:14,,William Desilien,Turnover,
Benji Bell,Steal,,,2 - 9:13,,,,
Brandon Austin,Field Goal Attempt,,,2 - 9:08,,,,Daryle Morgan Defensive Rebound
,,,,2 - 8:57,,William Desilien,Turnover,
Benji Bell,Steal,,,2 - 8:56,,,,
Benji Bell,Field Goal Attempt,Treshaad Williams Offensive Rebound,,2 - 8:44,,,,
Keith Charleston,Field Goal Made,,76-77,2 - 8:40,-1,,,
Treshaad Williams,Assist,,,2 - 8:39,,,,
,,,76-79,2 - 8:02,-3,William Desilien,Field Goal Made,
Xavier Moon,Three Point Attempt,Keith Charleston Offensive Rebound,,2 - 7:52,,,,
Benji Bell,Three Point Attempt,Benji Bell Offensive Rebound,,2 - 7:44,,,,
Benji Bell,Turnover,,,2 - 7:38,,,,
,,,,2 - 7:37,,Christopher Boucher,Steal,
,,,,2 - 7:29,,Christopher Boucher,Three Point Attempt,EJ Hubbard Offensive Rebound
,,Xavier Moon Defensive Rebound,,2 - 7:26,,EJ Hubbard,Field Goal Attempt,
Xavier Moon,Field Goal Made,,78-79,2 - 7:22,-1,,,
,,,,2 - 7:22,,Christopher Boucher,Defensive Foul,
,,,,2 - 7:22,,Christopher Boucher,Left the Game,Tyler Chandler Entered the Game
Xavier Moon,Free Throw Made,,79-79,2 - 7:22,(T7),,,
,,Treshaad Williams Defensive Rebound,,2 - 7:11,,William Desilien,Field Goal Attempt,
Treshaad Williams,Field Goal Made,,81-79,2 - 6:58,2 (L11),,,
Benji Bell,Assist,,,2 - 6:57,,,,
,,,,2 - 6:40,,Daryle Morgan,Offensive Foul,
,,,,2 - 6:40,,Daryle Morgan,Turnover,
Benji Bell,Charge,,,2 - 6:40,,,,
Xavier Moon,Field Goal Attempt,,,2 - 6:19,,,,EJ Hubbard Defensive Rebound
Treshaad Williams,Defensive Foul,,,2 - 6:13,,,,
,,,81-82,2 - 6:09,-1 (L12),EJ Hubbard,Three Point Made,
,,,,2 - 6:09,,William Desilien,Assist,
Benji Bell,Three Point Attempt,Treshaad Williams Offensive Rebound,,2 - 5:55,,,,
Treshaad Williams,Field Goal Attempt,,,2 - 5:53,,,,EJ Hubbard Defensive Rebound
,,Treshaad Williams Defensive Rebound,,2 - 5:45,,Daryle Morgan,Field Goal Attempt,
Keith Charleston,Field Goal Made,,83-82,2 - 5:41,1 (L13),,,
Treshaad Williams,Assist,,,2 - 5:40,,,,
,,Benji Bell Defensive Rebound,,2 - 5:29,,William Desilien,Three Point Attempt,
,,,,2 - 5:22,,EJ Hubbard,Defensive Foul,
Benji Bell,Free Throw Made,,84-82,2 - 5:22,2,,,
Benji Bell,Free Throw Made,,85-82,2 - 5:22,3,,,
Brandon Austin,Defensive Foul,,,2 - 5:08,,,,
,,,,2 - 4:58,,EJ Hubbard,Three Point Attempt,Daryle Morgan Offensive Rebound
,,Treshaad Williams Defensive Rebound,,2 - 4:56,,Daryle Morgan,Field Goal Attempt,
Brandon Austin,Three Point Made,,88-82,2 - 4:34,6,,,
