Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 15:20,,Jaben Garrett,Free Throw Attempt,Loic Jouve Offensive Rebound
,,,,2 - 15:14,,Loic Jouve,Turnover,
Everett Clemons,Steal,,,2 - 15:13,,,,
Everett Clemons,Turnover,,,2 - 15:12,,,,
,,Everett Clemons Defensive Rebound,,2 - 14:59,,Daniel Hernandez,Field Goal Attempt,
Donte` McGill,Field Goal Attempt,,,2 - 14:49,,,,Jaben Garrett Defensive Rebound
,,Mychal Mulder Defensive Rebound,,2 - 14:25,,Justin Jones,Three Point Attempt,
Everett Clemons,Turnover,,,2 - 14:14,,,,
,,,,2 - 14:14,,Jaben Garrett,Left the Game,Emanuel Shepherd Entered the Game
,,,,2 - 14:14,,Justin Jones,Left the Game,Jordan Martin Entered the Game
,,,,2 - 14:14,,Daniel Hernandez,Left the Game,Arell Hennings Entered the Game
,,,,2 - 13:57,,Jordan Martin,Three Point Attempt,Cochise College Offensive Rebound
,,Vincennes Defensive Rebound,,2 - 13:53,,Jordan Martin,Three Point Attempt,
A.J. Patty,Turnover,,,2 - 13:34,,,,
,,,,2 - 13:33,,Loic Jouve,Steal,
,,A.J. Patty Defensive Rebound,,2 - 13:29,,Jawan Stepney,Three Point Attempt,
Donte` McGill,Field Goal Attempt,,,2 - 13:16,,,,Cochise College Defensive Rebound
A.J. Patty,Defensive Foul,,,2 - 13:16,,,,
A.J. Patty,Left the Game,Nigel Holley Entered the Game,,2 - 13:16,,,,
,,,,2 - 12:45,,Arell Hennings,Field Goal Attempt,
Charles Foster,Blocked shot,,,2 - 12:42,,,,
Donte` McGill,Defensive Rebound,,,2 - 12:41,,,,
Donte` McGill,Field Goal Attempt,,,2 - 12:38,,,,Emanuel Shepherd Defensive Rebound
,,,,2 - 12:34,,Arell Hennings,Turnover,
Donte` McGill,Left the Game,Keith Mack Entered the Game,,2 - 12:34,,,,
Charles Foster,Field Goal Attempt,,,2 - 12:16,,,,Emanuel Shepherd Defensive Rebound
,,Everett Clemons Defensive Rebound,,2 - 12:07,,Arell Hennings,Three Point Attempt,
,,,,2 - 12:03,,Jawan Stepney,Left the Game,Daniel Hernandez Entered the Game
Nigel Holley,Field Goal Made,,66-42,2 - 11:49,24,,,
Everett Clemons,Assist,,,2 - 11:48,,,,
Charles Foster,Defensive Foul,,,2 - 11:29,,,,
,,,,2 - 11:29,,Loic Jouve,Left the Game,DJ Blackmon Entered the Game
,,Vincennes Defensive Rebound,,2 - 11:11,,Jordan Martin,Three Point Attempt,
,,,,2 - 10:52,,Emanuel Shepherd,Defensive Foul,
Keith Mack,Free Throw Made,,67-42,2 - 10:52,25,,,
Keith Mack,Free Throw Made,,68-42,2 - 10:52,26,,,
,,,68-44,2 - 10:30,24,Arell Hennings,Field Goal Made,
Mychal Mulder,Field Goal Made,,70-44,2 - 10:09,26,,,
,,,70-46,2 - 10:02,24,Daniel Hernandez,Field Goal Made,
,,,,2 - 10:01,,Arell Hennings,Assist,
Mychal Mulder,Field Goal Made,,72-46,2 - 9:44,26,,,
Everett Clemons,Assist,,,2 - 9:44,,,,
,,,,2 - 9:38,,Arell Hennings,Turnover,
,,,,2 - 9:38,,Jordan Martin,Left the Game,Justin Jones Entered the Game
Charles Foster,Three Point Made,,75-46,2 - 9:15,29,,,
Nigel Holley,Defensive Foul,,,2 - 9:02,,,,
Nigel Holley,Left the Game,A.J. Patty Entered the Game,,2 - 9:02,,,,
,,,,2 - 9:02,,Emanuel Shepherd,Free Throw Attempt,Cochise College Offensive Rebound
,,,75-47,2 - 9:02,28,Emanuel Shepherd,Free Throw Made,
Mychal Mulder,Field Goal Made,,77-47,2 - 8:54,30,,,
Charles Foster,Assist,,,2 - 8:53,,,,
,,A.J. Patty Defensive Rebound,,2 - 8:46,,Emanuel Shepherd,Field Goal Attempt,
A.J. Patty,Field Goal Made,,79-47,2 - 8:20,32,,,
Everett Clemons,Assist,,,2 - 8:20,,,,
,,,,2 - 8:14,,Arell Hennings,Turnover,
,,,,2 - 8:14,,Arell Hennings,Left the Game,Jordan Martin Entered the Game
Keith Mack,Left the Game,Donte` McGill Entered the Game,,2 - 8:14,,,,
A.J. Patty,Field Goal Attempt,,,2 - 8:01,,,,DJ Blackmon Defensive Rebound
,,,79-49,2 - 7:51,30,Daniel Hernandez,Field Goal Made,
Charles Foster,Three Point Attempt,,,2 - 7:26,,,,Jordan Martin Defensive Rebound
,,Everett Clemons Defensive Rebound,,2 - 7:18,,Justin Jones,Three Point Attempt,
,,,,2 - 7:10,,Emanuel Shepherd,Defensive Foul,
Charles Foster,Left the Game,,,2 - 7:10,,,,
A.J. Patty,Left the Game,Jantzen Goodwin Entered the Game,,2 - 7:10,,,,
Nigel Holley,Entered the Game,,,2 - 7:10,,,,
,,,,2 - 7:10,,Emanuel Shepherd,Left the Game,
,,,,2 - 7:10,,Justin Jones,Left the Game,
,,,,2 - 7:10,,DJ Blackmon,Left the Game,Jawan Stepney Entered the Game
,,,,2 - 7:10,,Loic Jouve,Entered the Game,
,,,,2 - 7:10,,O`Shayne Reid,Entered the Game,
A.J. Patty,Free Throw Made,,80-49,2 - 7:10,31,,,
A.J. Patty,Free Throw Made,,81-49,2 - 7:10,32,,,
,,,81-51,2 - 6:59,30,O`Shayne Reid,Field Goal Made,
,,,,2 - 6:58,,Jordan Martin,Assist,
,,,,2 - 6:40,,Jawan Stepney,Defensive Foul,
Mychal Mulder,Field Goal Attempt,Jantzen Goodwin Offensive Rebound,,2 - 6:35,,,,
Nigel Holley,Field Goal Attempt,,,2 - 6:01,,,,Loic Jouve Defensive Rebound
Nigel Holley,Defensive Foul,,,2 - 5:53,,,,
,,,81-52,2 - 5:53,29,Daniel Hernandez,Free Throw Made,
,,,81-53,2 - 5:53,28,Daniel Hernandez,Free Throw Made,
Jantzen Goodwin,Three Point Made,,84-53,2 - 5:18,31,,,
Mychal Mulder,Assist,,,2 - 5:17,,,,
,,,,2 - 5:12,,Jawan Stepney,Field Goal Attempt,
Donte` McGill,Blocked shot,,,2 - 5:12,,,,
,,,84-56,2 - 5:05,28,Daniel Hernandez,Three Point Made,
,,,,2 - 5:01,,Jawan Stepney,Assist,
Mychal Mulder,Field Goal Made,,86-56,2 - 4:44,30,,,
Everett Clemons,Assist,,,2 - 4:43,,,,
,,Nigel Holley Defensive Rebound,,2 - 4:33,,O`Shayne Reid,Field Goal Attempt,
Nigel Holley,Field Goal Made,,88-56,2 - 3:59,32,,,
,,,88-58,2 - 3:51,30,Daniel Hernandez,Field Goal Made,
Jantzen Goodwin,Three Point Attempt,Jantzen Goodwin Offensive Rebound,,2 - 3:24,,,,
Jantzen Goodwin,Turnover,,,2 - 3:19,,,,
,,,,2 - 3:19,,Loic Jouve,Steal,
Jantzen Goodwin,Defensive Foul,,,2 - 3:19,,,,
Mychal Mulder,Left the Game,Keith Mack Entered the Game,,2 - 3:19,,,,
,,,,2 - 3:19,,Jawan Stepney,Left the Game,
,,,,2 - 3:19,,Daniel Hernandez,Left the Game,
,,,,2 - 3:19,,Loic Jouve,Left the Game,
,,,,2 - 3:19,,O`Shayne Reid,Left the Game,Arell Hennings Entered the Game
