Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,Bashier Ahmed Defensive Rebound,,2 - 16:16,,Nicholai Brown,Free Throw Attempt,
,,HCC Defensive Rebound,,2 - 16:05,,Preston Anderson,Three Point Attempt,
,,,,2 - 15:44,,Preston Anderson,Left the Game,Dilepso Blanco Entered the Game
Zach Winter,Three Point Attempt,,,2 - 15:28,,,,Dedrick Basile Defensive Rebound
,,Austin Budke Defensive Rebound,,2 - 15:15,,Nicholai Brown,Field Goal Attempt,
,,,,2 - 15:12,,Nicholai Brown,Defensive Foul,
Zach Winter,Left the Game,Akbar Hoffman Entered the Game,,2 - 15:12,,,,
,,,,2 - 15:12,,Nicholai Brown,Left the Game,Jhaustin Thomas Entered the Game
Akbar Hoffman,Turnover,,,2 - 15:01,,,,
,,,,2 - 15:00,,Aldonis foote,Steal,
,,,39-35,2 - 14:58,4,Dedrick Basile,Field Goal Made,
,,,,2 - 14:58,,Aldonis foote,Assist,
Keanu Pinder,Turnover,,,2 - 14:37,,,,
,,,,2 - 14:36,,Aldonis foote,Steal,
,,DeShawn Freeman Defensive Rebound,,2 - 14:02,,Aldonis foote,Three Point Attempt,
,,,,2 - 13:51,,Dilepso Blanco,Left the Game,
,,,,2 - 13:51,,Jhaustin Thomas,Left the Game,
,,,,2 - 13:51,,Dedrick Basile,Left the Game,
,,,,2 - 13:51,,Clarence Williams,Left the Game,
,,,,2 - 13:51,,Aldonis foote,Left the Game,Nicholai Brown Entered the Game
,,,,2 - 13:51,,Aldonis foote,Entered the Game,
,,,,2 - 13:51,,Dedrick Basile,Entered the Game,
,,,,2 - 13:51,,Clarence Williams,Entered the Game,
,,,,2 - 13:51,,Dilepso Blanco,Entered the Game,
Austin Budke,Field Goal Attempt,,,2 - 13:42,,,,Dilepso Blanco Defensive Rebound
Akbar Hoffman,Defensive Foul,,,2 - 13:38,,,,
,,Bashier Ahmed Defensive Rebound,,2 - 13:23,,Dedrick Basile,Field Goal Attempt,
Bashier Ahmed,Field Goal Attempt,,,2 - 13:16,,,,Nicholai Brown Defensive Rebound
,,DeShawn Freeman Defensive Rebound,,2 - 12:59,,Aldonis foote,Field Goal Attempt,
Keanu Pinder,Field Goal Made,,41-35,2 - 12:42,6,,,
Austin Budke,Assist,,,2 - 12:40,,,,
,,,,2 - 12:23,,Dedrick Basile,Three Point Attempt,Aldonis foote Offensive Rebound
,,,41-37,2 - 12:07,4,Clarence Williams,Field Goal Made,
,,,,2 - 11:51,,Dilepso Blanco,Defensive Foul,
Bashier Ahmed,Left the Game,,,2 - 11:51,,,,
Austin Budke,Left the Game,Che Bob Entered the Game,,2 - 11:51,,,,
Zach Winter,Entered the Game,,,2 - 11:51,,,,
,,,,2 - 11:51,,Nicholai Brown,Left the Game,
,,,,2 - 11:51,,Dilepso Blanco,Left the Game,
,,,,2 - 11:51,,Clarence Williams,Left the Game,Jhaustin Thomas Entered the Game
,,,,2 - 11:51,,Shelton Hagigal,Entered the Game,
,,,,2 - 11:51,,Devante Jackson,Entered the Game,
DeShawn Freeman,Free Throw Made,,42-37,2 - 11:51,5,,,
DeShawn Freeman,Free Throw Made,,43-37,2 - 11:51,6,,,
,,,,2 - 11:35,,Devante Jackson,Offensive Foul,
,,,,2 - 11:35,,Devante Jackson,Turnover,
,,,,2 - 11:35,,Devante Jackson,Left the Game,Clarence Williams Entered the Game
Che Bob,Turnover,,,2 - 11:31,,,,
,,,,2 - 11:30,,Aldonis foote,Steal,
,,,,2 - 11:28,,Shelton Hagigal,Field Goal Attempt,
Che Bob,Blocked shot,,,2 - 11:28,,,,
,,,,2 - 11:23,,Shelton Hagigal,Three Point Attempt,Trinity Valley Offensive Rebound
,,,,2 - 11:15,,Jhaustin Thomas,Turnover,
,,,,2 - 11:11,,Aldonis foote,Defensive Foul,
Akbar Hoffman,Free Throw Made,,44-37,2 - 11:11,7,,,
Akbar Hoffman,Free Throw Attempt,,,2 - 11:11,,,,Jhaustin Thomas Defensive Rebound
Zach Winter,Defensive Foul,,,2 - 10:56,,,,
,,,44-38,2 - 10:56,6,Aldonis foote,Free Throw Made,
,,Keanu Pinder Defensive Rebound,,2 - 10:56,,Aldonis foote,Free Throw Attempt,
DeShawn Freeman,Field Goal Attempt,,,2 - 10:37,,,,
,,,,2 - 10:35,,Clarence Williams,Blocked shot,
Akbar Hoffman,Offensive Rebound,,,2 - 10:34,,,,
Akbar Hoffman,Field Goal Made,,46-38,2 - 10:31,8,,,
,,,46-41,2 - 10:16,5,Dedrick Basile,Three Point Made,
Akbar Hoffman,Field Goal Made,,48-41,2 - 9:50,7,,,
Akbar Hoffman,Defensive Foul,,,2 - 9:37,,,,
Che Bob,Left the Game,Bashier Ahmed Entered the Game,,2 - 9:37,,,,
,,,48-44,2 - 9:22,4,Shelton Hagigal,Three Point Made,
,,,,2 - 9:21,,Dedrick Basile,Assist,
,,,,2 - 9:07,,Aldonis foote,Defensive Foul,
Bashier Ahmed,Free Throw Attempt,HCC Offensive Rebound,,2 - 9:07,,,,
Bashier Ahmed,Free Throw Made,,49-44,2 - 9:07,5,,,
,,,,2 - 8:48,,Shelton Hagigal,Turnover,
Akbar Hoffman,Steal,,,2 - 8:47,,,,
Akbar Hoffman,Field Goal Made,,51-44,2 - 8:44,7,,,
,,,,2 - 8:20,,Jhaustin Thomas,Field Goal Attempt,Aldonis foote Offensive Rebound
,,,51-46,2 - 8:15,5,Aldonis foote,Field Goal Made,
,,,,2 - 8:08,,Aldonis foote,Defensive Foul,
,,,,2 - 8:08,,Shelton Hagigal,Left the Game,Preston Anderson Entered the Game
Bashier Ahmed,Free Throw Made,,52-46,2 - 8:08,6,,,
Bashier Ahmed,Free Throw Attempt,,,2 - 8:08,,,,Clarence Williams Defensive Rebound
,,,,2 - 7:36,,Dedrick Basile,Three Point Attempt,Jhaustin Thomas Offensive Rebound
,,Keanu Pinder Defensive Rebound,,2 - 7:32,,Jhaustin Thomas,Field Goal Attempt,
Keanu Pinder,Turnover,,,2 - 7:29,,,,
,,,,2 - 7:27,,Dedrick Basile,Steal,
,,,,2 - 7:12,,Aldonis foote,Turnover,
Bashier Ahmed,Steal,,,2 - 7:11,,,,
,,,,2 - 7:10,,Dedrick Basile,Defensive Foul,
Zach Winter,Left the Game,Austin Budke Entered the Game,,2 - 7:10,,,,
,,,,2 - 7:10,,Aldonis foote,Left the Game,Melvin Swift Entered the Game
Bashier Ahmed,Free Throw Attempt,HCC Offensive Rebound,,2 - 7:10,,,,
Bashier Ahmed,Free Throw Made,,53-46,2 - 7:10,7,,,
