Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 1:00,,Xavier Moon,Blocked shot,
,,,,2 - 0:59,,Xavier Moon,Defensive Rebound,
,,,,2 - 0:52,,Benji Bell,Three Point Attempt,Treshaad Williams Offensive Rebound
,,David Kadiri Defensive Rebound,,2 - 0:44,,Xavier Moon,Three Point Attempt,
,,,,2 - 0:42,,Jalen Jackson,Defensive Foul,
Andre Spight,Free Throw Made,,71-68,2 - 0:42,3,,,
Andre Spight,Free Throw Attempt,,,2 - 0:42,,,,Benji Bell Defensive Rebound
,,,71-71,2 - 0:34,(T5),Xavier Moon,Three Point Made,
,,,,2 - 0:34,,Benji Bell,Assist,
Andre Spight,Left the Game,,,2 - 0:30,,,,
David Kadiri,Left the Game,,,2 - 0:30,,,,
Diamante Langston,Left the Game,,,2 - 0:30,,,,
Emmanuel Omogbo,Left the Game,,,2 - 0:30,,,,
Andre Horne,Left the Game,Pat Birt Entered the Game,,2 - 0:30,,,,
Emmanuel Omogbo,Entered the Game,,,2 - 0:30,,,,
Diamante Langston,Entered the Game,,,2 - 0:30,,,,
Andre Spight,Entered the Game,,,2 - 0:30,,,,
Andre Horne,Entered the Game,,,2 - 0:30,,,,
Andre Spight,Turnover,,,2 - 0:23,,,,
,,,,2 - 0:22,,Benji Bell,Steal,
,,,,2 - 0:00,,Treshaad Williams,Field Goal Attempt,NW Florida Offensive Rebound
End of Period Summary South Plains 71 NW Florida 71,End of Period Summary South Plains 71 NW Florida 71,End of Period Summary South Plains 71 NW Florida 71,End of Period Summary South Plains 71 NW Florida 71,End of Period Summary South Plains 71 NW Florida 71,End of Period Summary South Plains 71 NW Florida 71,End of Period Summary South Plains 71 NW Florida 71,End of Period Summary South Plains 71 NW Florida 71,End of Period Summary South Plains 71 NW Florida 71
Largest Lead: South Plains 13 NW Florida 26 (13 pts),Largest Lead: South Plains 13 NW Florida 26 (13 pts),Largest Lead: South Plains 13 NW Florida 26 (13 pts),,,,Lead Changes: 8 Ties: 6,Lead Changes: 8 Ties: 6,Lead Changes: 8 Ties: 6
Lead in Period: South Plains 45 NW Florida 52 (7 pts),Lead in Period: South Plains 45 NW Florida 52 (7 pts),Lead in Period: South Plains 45 NW Florida 52 (7 pts),,,,Lead Changes: 5 Ties: 5 (this period),Lead Changes: 5 Ties: 5 (this period),Lead Changes: 5 Ties: 5 (this period)
0 for 0 oppo pts,0 for 0 oppo pts,0 for 0 oppo pts,Turnovers,Turnovers,Turnovers,0 for 0 oppo pts,0 for 0 oppo pts,0 for 0 oppo pts
0 for 0 pts,0 for 0 pts,0 for 0 pts,2nd Chances,2nd Chances,2nd Chances,0 for 0 pts,0 for 0 pts,0 for 0 pts
9/20 for 45 %,9/20 for 45 %,9/20 for 45 %,Field Goals,Field Goals,Field Goals,10/27 for 37 %,10/27 for 37 %,10/27 for 37 %
8/13 for 61.5 %,8/13 for 61.5 %,8/13 for 61.5 %,Free Throws,Free Throws,Free Throws,2/5 for 40 %,2/5 for 40 %,2/5 for 40 %
Pat Birt,Left the Game,David Kadiri Entered the Game,,3 - 5:00,,,,
,,David Kadiri Jump Ball Lost,,3 - 4:58,,Brandon Austin,Jump Ball Won,
,,Andre Horne Defensive Rebound,,3 - 4:43,,Brandon Austin,Field Goal Attempt,
Diamante Langston,Field Goal Made,,73-71,3 - 4:20,2 (L1),,,
,,,73-74,3 - 3:54,-1 (L2),Brandon Austin,Three Point Made,
,,,,3 - 3:52,,Jalen Jackson,Assist,
Andre Horne,Field Goal Attempt,David Kadiri Offensive Rebound,,3 - 3:29,,,,
