Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
,,,,2 - 9:01,,TJ Dunans,Entered the Game,
,,,,2 - 9:01,,TJ Dunans,Left the Game,Jamonte Graham Entered the Game
Naiel Smith,Left the Game,,,2 - 9:01,,,,
Jevonlean Hedgeman,Left the Game,,,2 - 9:01,,,,
Michael Carey,Left the Game,,,2 - 9:01,,,,
Donte Thomas,Left the Game,,,2 - 9:01,,,,
Sadiq Inuwa,Left the Game,Michael Hunter Entered the Game,,2 - 9:01,,,,
Jevonlean Hedgeman,Entered the Game,,,2 - 9:01,,,,
Willie Mangum,Entered the Game,,,2 - 9:01,,,,
Donte Thomas,Entered the Game,,,2 - 9:01,,,,
Sadiq Inuwa,Entered the Game,,,2 - 9:01,,,,
,,,,2 - 8:39,,Jamontae Davis,Field Goal Attempt,
Sadiq Inuwa,Blocked shot,,,2 - 8:37,,,,
Willie Mangum,Defensive Rebound,,,2 - 8:36,,,,
Willie Mangum,Field Goal Made,,63-57,2 - 8:31,6,,,
,,,63-60,2 - 8:13,3,Taljon Cromer,Three Point Made,
Sadiq Inuwa,Left the Game,Candido Sa Entered the Game,,2 - 8:12,,,,
Willie Mangum,Three Point Attempt,Michael Hunter Offensive Rebound,,2 - 8:01,,,,
Michael Hunter,Field Goal Attempt,,,2 - 7:58,,,,
,,,,2 - 7:57,,Jamontae Davis,Blocked shot,
,,,,2 - 7:55,,Taljon Cromer,Defensive Rebound,
,,,63-63,2 - 7:49,(T2),Taljon Cromer,Three Point Made,
,,,,2 - 7:48,,AJ Dodd,Assist,
Candido Sa,Turnover,,,2 - 7:19,,,,
,,,,2 - 7:19,,AJ Dodd,Steal,
,,,,2 - 7:15,,Taljon Cromer,Three Point Attempt,AJ Dodd Offensive Rebound
Michael Hunter,Defensive Foul,,,2 - 6:58,,,,
,,,,2 - 6:58,,AJ Dodd,Left the Game,TJ Dunans Entered the Game
Michael Hunter,Left the Game,Naiel Smith Entered the Game,,2 - 6:58,,,,
,,,63-65,2 - 6:32,-2 (L2),TJ Dunans,Field Goal Made,
Willie Mangum,Three Point Attempt,Candido Sa Offensive Rebound,,2 - 6:11,,,,
,,,,2 - 6:10,,Jamontae Davis,Defensive Foul,
Jevonlean Hedgeman,Left the Game,Michael Carey Entered the Game,,2 - 6:10,,,,
Willie Mangum,Free Throw Made,,64-65,2 - 6:10,-1,,,
Willie Mangum,Free Throw Made,,65-65,2 - 6:10,(T3),,,
,,,65-68,2 - 6:02,-3 (L3),Jamonte Graham,Three Point Made,
,,,,2 - 6:02,,Justin Pride,Assist,
Willie Mangum,Three Point Attempt,,,2 - 5:40,,,,Jamonte Graham Defensive Rebound
,,,,2 - 5:36,,Jamonte Graham,Turnover,
Willie Mangum,Steal,,,2 - 5:36,,,,
Naiel Smith,Field Goal Attempt,,,2 - 5:25,,,,Taljon Cromer Defensive Rebound
,,,65-70,2 - 4:58,-5,Jamontae Davis,Field Goal Made,
,,,,2 - 4:57,,Justin Pride,Assist,
,,,,2 - 4:43,,Jamonte Graham,Defensive Foul,
Donte Thomas,Left the Game,Jevonlean Hedgeman Entered the Game,,2 - 4:43,,,,
Naiel Smith,Free Throw Made,,66-70,2 - 4:43,-4,,,
Naiel Smith,Free Throw Made,,67-70,2 - 4:43,-3,,,
,,Naiel Smith Defensive Rebound,,2 - 4:31,,TJ Dunans,Field Goal Attempt,
,,,,2 - 4:18,,Jamontae Davis,Defensive Foul,
,,,,2 - 4:18,,Jamontae Davis,Left the Game,Immanuel Griggs Entered the Game
Jevonlean Hedgeman,Free Throw Attempt,San Jacinto Offensive Rebound,,2 - 4:18,,,,
Jevonlean Hedgeman,Free Throw Made,,68-70,2 - 4:18,-2,,,
