Name,Action,Play Notes,Score,Clock,Diff,Name,Action,Play Notes
Jordan Capps,Free Throw Attempt,Jordan Capps Offensive Rebound,,2 - 7:23,,,,
,,,,2 - 7:17,,Donovan Harris,Defensive Foul,
,,,,2 - 7:17,,Donovan Harris,Left the Game,Denzel Council Entered the Game
Brandon Austin,Free Throw Made,,60-73,2 - 7:17,-13,,,
Brandon Austin,Free Throw Attempt,,,2 - 7:17,,,,Denzel Council Defensive Rebound
,,Keith Charleston Defensive Rebound,,2 - 6:49,,Ty Toney,Field Goal Attempt,
,,,,2 - 6:42,,Ty Toney,Defensive Foul,
Brandon Austin,Left the Game,Xavier Moon Entered the Game,,2 - 6:42,,,,
,,,,2 - 6:42,,Ty Toney,Left the Game,Taquan Givens Entered the Game
Benji Bell,Free Throw Made,,61-73,2 - 6:42,-12,,,
Benji Bell,Free Throw Made,,62-73,2 - 6:42,-11,,,
,,,,2 - 6:13,,Taquan Givens,Turnover,
Keith Charleston,Steal,,,2 - 6:12,,,,
Benji Bell,Field Goal Attempt,,,2 - 6:11,,,,Montrel Goldston Defensive Rebound
,,,,2 - 6:06,,Doniel Dean,Field Goal Attempt,Terrence Thompson Offensive Rebound
,,,,2 - 5:59,,Montrel Goldston,Field Goal Attempt,
Jordan Capps,Blocked shot,,,2 - 5:57,,,,
Keith Charleston,Defensive Rebound,,,2 - 5:56,,,,
Benji Bell,Three Point Attempt,,,2 - 5:51,,,,Terrence Thompson Defensive Rebound
Keith Charleston,Defensive Foul,,,2 - 5:51,,,,
,,,62-74,2 - 5:51,-12,Terrence Thompson,Free Throw Made,
,,Keith Charleston Defensive Rebound,,2 - 5:51,,Terrence Thompson,Free Throw Attempt,
Xavier Moon,Field Goal Attempt,,,2 - 5:39,,,,Terrence Thompson Defensive Rebound
